series,kind,ma_type,fast,slow,hyst,pf,ci_low,ci_high,trades
PLBSH2,SHUF,SMA,8,40,0.0,1.0192,0.882,1.1699,893
PLBSH2,SHUF,SMA,8,40,0.5,0.982,0.8368,1.152,684
PLBSH2,SHUF,SMA,10,55,0.0,0.972,0.8276,1.1325,719
PLBSH2,SHUF,SMA,10,55,0.5,0.9388,0.7892,1.1064,585
PLBSH2,SHUF,SMA,12,60,0.0,0.985,0.8353,1.1583,665
PLBSH2,SHUF,SMA,12,60,0.5,0.9545,0.798,1.1308,564
PLBSH2,SHUF,EMA,8,40,0.0,1.0101,0.8623,1.1711,817
PLBSH2,SHUF,EMA,8,40,0.5,0.9315,0.7676,1.1157,525
PLBSH2,SHUF,EMA,10,55,0.0,0.9442,0.7873,1.1165,643
PLBSH2,SHUF,EMA,10,55,0.5,0.9702,0.7874,1.1771,467
PLBSH2,SHUF,EMA,12,60,0.0,0.9699,0.804,1.1545,563
PLBSH2,SHUF,EMA,12,60,0.5,0.8565,0.6923,1.0409,460
PLBSH2,SHUF,HMA,8,40,0.0,0.8789,0.8103,0.9585,2383
PLBSH2,SHUF,HMA,8,40,0.5,0.9349,0.8481,1.0338,1644
PLBSH2,SHUF,HMA,10,55,0.0,0.9772,0.8921,1.0752,1904
PLBSH2,SHUF,HMA,10,55,0.5,1.0305,0.9259,1.1517,1330
PLBSH2,SHUF,HMA,12,60,0.0,0.9723,0.8808,1.0733,1726
PLBSH2,SHUF,HMA,12,60,0.5,0.9919,0.8892,1.111,1244
PLBSH2,SHUF,ZLEMA,8,40,0.0,0.8843,0.8119,0.9684,2252
PLBSH2,SHUF,ZLEMA,8,40,0.5,1.0023,0.8995,1.1178,1320
PLBSH2,SHUF,ZLEMA,10,55,0.0,0.963,0.8719,1.0682,1719
PLBSH2,SHUF,ZLEMA,10,55,0.5,0.9497,0.8463,1.0792,1070
PLBSH2,SHUF,ZLEMA,12,60,0.0,0.9582,0.8623,1.0704,1480
PLBSH2,SHUF,ZLEMA,12,60,0.5,0.9541,0.851,1.0885,1009
PLBSH2,SHUF,KAMA,8,40,0.0,0.9677,0.8154,1.1438,636
PLBSH2,SHUF,KAMA,8,40,0.5,0.9235,0.7462,1.1232,475
PLBSH2,SHUF,KAMA,10,55,0.0,0.9533,0.7876,1.138,524
PLBSH2,SHUF,KAMA,10,55,0.5,0.9462,0.7661,1.1499,445
PLBSH2,SHUF,KAMA,12,60,0.0,0.9401,0.7789,1.1203,522
PLBSH2,SHUF,KAMA,12,60,0.5,0.9391,0.7509,1.1506,426
PLBSH2,SHUF,VIDYA,8,40,0.0,0.8734,0.6307,1.1681,281
PLBSH2,SHUF,VIDYA,8,40,0.5,1.025,0.7624,1.3534,246
PLBSH2,SHUF,VIDYA,10,55,0.0,0.7275,0.5113,0.9914,267
PLBSH2,SHUF,VIDYA,10,55,0.5,0.8019,0.5697,1.0887,240
PLBSH2,SHUF,VIDYA,12,60,0.0,0.87,0.5966,1.1767,232
PLBSH2,SHUF,VIDYA,12,60,0.5,1.0985,0.7648,1.5222,186
PLBSH2,SHUF,FRAMA,8,40,0.0,1.0107,0.9273,1.1106,1953
PLBSH2,SHUF,FRAMA,8,40,0.5,1.0872,0.9518,1.251,813
PLBSH2,SHUF,FRAMA,10,55,0.0,0.9512,0.8713,1.0504,1694
PLBSH2,SHUF,FRAMA,10,55,0.5,1.0017,0.8679,1.1575,772
PLBSH2,SHUF,FRAMA,12,60,0.0,0.9954,0.9021,1.0907,1751
PLBSH2,SHUF,FRAMA,12,60,0.5,1.0228,0.8962,1.1762,813
PLBSH2,SHUF,TEMA,8,40,0.0,0.918,0.8404,1.0084,2133
PLBSH2,SHUF,TEMA,8,40,0.5,0.9738,0.8723,1.0958,1214
PLBSH2,SHUF,TEMA,10,55,0.0,0.9258,0.8367,1.0237,1672
PLBSH2,SHUF,TEMA,10,55,0.5,0.9297,0.8315,1.0573,1038
PLBSH2,SHUF,TEMA,12,60,0.0,0.9056,0.8143,1.0123,1490
PLBSH2,SHUF,TEMA,12,60,0.5,0.9048,0.8058,1.0347,967
PLBSH2,SHUF,DEMA,8,40,0.0,0.9214,0.8325,1.0274,1602
PLBSH2,SHUF,DEMA,8,40,0.5,0.9801,0.8612,1.1213,903
PLBSH2,SHUF,DEMA,10,55,0.0,1.0205,0.9167,1.1573,1169
PLBSH2,SHUF,DEMA,10,55,0.5,1.0497,0.9047,1.2181,733
PLBSH2,SHUF,DEMA,12,60,0.0,1.0737,0.9414,1.223,1015
PLBSH2,SHUF,DEMA,12,60,0.5,0.9845,0.8369,1.1501,683
PLBSH2,SHUF,T3,8,40,0.0,1.0354,0.8967,1.202,766
PLBSH2,SHUF,T3,8,40,0.5,0.9627,0.8204,1.1293,684
PLBSH2,SHUF,T3,10,55,0.0,0.8844,0.7602,1.035,663
PLBSH2,SHUF,T3,10,55,0.5,0.9456,0.7998,1.1172,590
PLBSH2,SHUF,T3,12,60,0.0,0.9418,0.8037,1.1105,624
PLBSH2,SHUF,T3,12,60,0.5,0.9999,0.8339,1.1872,555
PLBSH2,SHUF,Tenkan,8,40,0.0,0.9046,0.7916,1.0372,937
PLBSH2,SHUF,Tenkan,8,40,0.5,0.9164,0.7871,1.0603,786
PLBSH2,SHUF,Tenkan,10,55,0.0,0.9169,0.7848,1.0689,750
PLBSH2,SHUF,Tenkan,10,55,0.5,0.9234,0.7871,1.0896,629
PLBSH2,SHUF,Tenkan,12,60,0.0,0.9106,0.779,1.0685,701
PLBSH2,SHUF,Tenkan,12,60,0.5,0.9043,0.7597,1.0661,614
PLBSH2,SHUF,ALMA,8,40,0.0,0.9622,0.8736,1.0613,1939
PLBSH2,SHUF,ALMA,8,40,0.5,0.985,0.882,1.1179,1084
PLBSH2,SHUF,ALMA,10,55,0.0,0.974,0.8783,1.0925,1463
PLBSH2,SHUF,ALMA,10,55,0.5,0.9902,0.8647,1.133,928
PLBSH2,SHUF,ALMA,12,60,0.0,0.9825,0.8821,1.1049,1293
PLBSH2,SHUF,ALMA,12,60,0.5,0.9929,0.8606,1.1444,855
PLBSH2,SHUF,McGinley,8,40,0.0,0.9882,0.8307,1.1607,727
PLBSH2,SHUF,McGinley,8,40,0.5,0.9258,0.7592,1.1233,491
PLBSH2,SHUF,McGinley,10,55,0.0,0.9718,0.7999,1.153,565
PLBSH2,SHUF,McGinley,10,55,0.5,0.8898,0.7178,1.0832,455
PLBSH2,SHUF,McGinley,12,60,0.0,0.8964,0.7288,1.082,533
PLBSH2,SHUF,McGinley,12,60,0.5,0.8537,0.6801,1.0482,430
PLBSH2,SHUF,VWMA,8,40,0.0,1.0265,0.898,1.1721,958
PLBSH2,SHUF,VWMA,8,40,0.5,1.0162,0.8673,1.1893,707
PLBSH2,SHUF,VWMA,10,55,0.0,0.9927,0.8554,1.1561,772
PLBSH2,SHUF,VWMA,10,55,0.5,0.9255,0.7812,1.0876,613
PLBSH2,SHUF,VWMA,12,60,0.0,0.9468,0.8094,1.1057,708
PLBSH2,SHUF,VWMA,12,60,0.5,0.8703,0.7289,1.0355,591
PLBGB3,GBM,SMA,8,40,0.0,0.9937,0.8768,1.1298,1050
PLBGB3,GBM,SMA,8,40,0.5,1.0227,0.8811,1.1844,822
PLBGB3,GBM,SMA,10,55,0.0,1.0164,0.8715,1.1694,879
PLBGB3,GBM,SMA,10,55,0.5,0.9942,0.854,1.1624,716
PLBGB3,GBM,SMA,12,60,0.0,0.9892,0.8579,1.1449,840
PLBGB3,GBM,SMA,12,60,0.5,0.9069,0.7743,1.0597,696
PLBGB3,GBM,EMA,8,40,0.0,1.0196,0.877,1.1738,917
PLBGB3,GBM,EMA,8,40,0.5,1.0221,0.8634,1.2049,651
PLBGB3,GBM,EMA,10,55,0.0,0.9573,0.809,1.1187,772
PLBGB3,GBM,EMA,10,55,0.5,0.8853,0.7372,1.0479,617
PLBGB3,GBM,EMA,12,60,0.0,0.9355,0.7877,1.1044,707
PLBGB3,GBM,EMA,12,60,0.5,0.9202,0.7597,1.1073,562
PLBGB3,GBM,HMA,8,40,0.0,0.9816,0.9071,1.0678,2488
PLBGB3,GBM,HMA,8,40,0.5,0.9292,0.8454,1.024,1777
PLBGB3,GBM,HMA,10,55,0.0,0.9442,0.8654,1.0365,2050
PLBGB3,GBM,HMA,10,55,0.5,0.9341,0.844,1.0395,1556
PLBGB3,GBM,HMA,12,60,0.0,0.9332,0.8469,1.0279,1852
PLBGB3,GBM,HMA,12,60,0.5,0.9205,0.8292,1.0276,1472
PLBGB3,GBM,ZLEMA,8,40,0.0,0.9276,0.8536,1.0132,2382
PLBGB3,GBM,ZLEMA,8,40,0.5,0.9503,0.8562,1.058,1489
PLBGB3,GBM,ZLEMA,10,55,0.0,1.0436,0.947,1.1553,1727
PLBGB3,GBM,ZLEMA,10,55,0.5,0.9966,0.8926,1.1241,1244
PLBGB3,GBM,ZLEMA,12,60,0.0,1.0316,0.9288,1.1485,1543
PLBGB3,GBM,ZLEMA,12,60,0.5,1.0158,0.9088,1.1478,1177
PLBGB3,GBM,KAMA,8,40,0.0,0.9969,0.8451,1.1633,739
PLBGB3,GBM,KAMA,8,40,0.5,1.1121,0.9289,1.3161,572
PLBGB3,GBM,KAMA,10,55,0.0,1.0443,0.8783,1.2356,643
PLBGB3,GBM,KAMA,10,55,0.5,0.9752,0.7996,1.1689,551
PLBGB3,GBM,KAMA,12,60,0.0,0.9603,0.8007,1.1348,632
PLBGB3,GBM,KAMA,12,60,0.5,0.8692,0.707,1.0485,537
PLBGB3,GBM,VIDYA,8,40,0.0,0.9547,0.7269,1.2085,353
PLBGB3,GBM,VIDYA,8,40,0.5,1.0781,0.7828,1.4366,282
PLBGB3,GBM,VIDYA,10,55,0.0,0.8905,0.6502,1.1622,294
PLBGB3,GBM,VIDYA,10,55,0.5,0.8027,0.5492,1.0825,262
PLBGB3,GBM,VIDYA,12,60,0.0,0.7581,0.536,1.026,276
PLBGB3,GBM,VIDYA,12,60,0.5,0.7688,0.5316,1.0552,267
PLBGB3,GBM,FRAMA,8,40,0.0,0.9083,0.836,0.9955,2109
PLBGB3,GBM,FRAMA,8,40,0.5,0.8848,0.7808,1.0058,1064
PLBGB3,GBM,FRAMA,10,55,0.0,0.9127,0.8376,1.0041,1903
PLBGB3,GBM,FRAMA,10,55,0.5,0.9519,0.8392,1.0836,1015
PLBGB3,GBM,FRAMA,12,60,0.0,0.8816,0.809,0.968,1943
PLBGB3,GBM,FRAMA,12,60,0.5,0.9018,0.8017,1.022,1106
PLBGB3,GBM,TEMA,8,40,0.0,0.9136,0.8398,0.9993,2296
PLBGB3,GBM,TEMA,8,40,0.5,0.9029,0.8123,1.0095,1412
PLBGB3,GBM,TEMA,10,55,0.0,0.9886,0.8977,1.0935,1764
PLBGB3,GBM,TEMA,10,55,0.5,1.0079,0.9015,1.1389,1203
PLBGB3,GBM,TEMA,12,60,0.0,1.0005,0.9014,1.1159,1557
PLBGB3,GBM,TEMA,12,60,0.5,1.0839,0.9705,1.2303,1087
PLBGB3,GBM,DEMA,8,40,0.0,1.0586,0.9549,1.1792,1579
PLBGB3,GBM,DEMA,8,40,0.5,1.026,0.9057,1.1661,1061
PLBGB3,GBM,DEMA,10,55,0.0,1.078,0.9616,1.2157,1264
PLBGB3,GBM,DEMA,10,55,0.5,1.0342,0.8996,1.192,922
PLBGB3,GBM,DEMA,12,60,0.0,1.0944,0.9634,1.2413,1105
PLBGB3,GBM,DEMA,12,60,0.5,1.0655,0.9249,1.2252,871
PLBGB3,GBM,T3,8,40,0.0,1.0669,0.9324,1.2196,947
PLBGB3,GBM,T3,8,40,0.5,1.0871,0.9368,1.2529,802
PLBGB3,GBM,T3,10,55,0.0,0.9625,0.83,1.1144,806
PLBGB3,GBM,T3,10,55,0.5,1.0447,0.8933,1.2273,686
PLBGB3,GBM,T3,12,60,0.0,1.0535,0.9098,1.2196,756
PLBGB3,GBM,T3,12,60,0.5,1.0219,0.871,1.1969,667
PLBGB3,GBM,Tenkan,8,40,0.0,0.9921,0.8719,1.1322,1039
PLBGB3,GBM,Tenkan,8,40,0.5,1.0114,0.8757,1.1672,840
PLBGB3,GBM,Tenkan,10,55,0.0,0.9773,0.8475,1.1254,872
PLBGB3,GBM,Tenkan,10,55,0.5,1.0152,0.8651,1.1899,701
PLBGB3,GBM,Tenkan,12,60,0.0,0.9976,0.8579,1.1584,787
PLBGB3,GBM,Tenkan,12,60,0.5,0.997,0.8513,1.1662,690
PLBGB3,GBM,ALMA,8,40,0.0,1.0284,0.9377,1.1323,1938
PLBGB3,GBM,ALMA,8,40,0.5,0.9683,0.8679,1.0956,1202
PLBGB3,GBM,ALMA,10,55,0.0,0.9539,0.8591,1.0674,1526
PLBGB3,GBM,ALMA,10,55,0.5,0.9734,0.8554,1.1105,1054
PLBGB3,GBM,ALMA,12,60,0.0,0.9508,0.8556,1.0659,1403
PLBGB3,GBM,ALMA,12,60,0.5,0.9794,0.8592,1.1197,998
PLBGB3,GBM,McGinley,8,40,0.0,0.9939,0.8495,1.151,834
PLBGB3,GBM,McGinley,8,40,0.5,0.9293,0.7733,1.1021,636
PLBGB3,GBM,McGinley,10,55,0.0,0.9584,0.8034,1.1351,696
PLBGB3,GBM,McGinley,10,55,0.5,0.9131,0.753,1.0907,542
PLBGB3,GBM,McGinley,12,60,0.0,1.0091,0.8376,1.1988,613
PLBGB3,GBM,McGinley,12,60,0.5,0.938,0.7601,1.137,500
PLBGB3,GBM,VWMA,8,40,0.0,1.0186,0.8972,1.1602,1038
PLBGB3,GBM,VWMA,8,40,0.5,0.9958,0.8561,1.1495,838
PLBGB3,GBM,VWMA,10,55,0.0,0.9924,0.8624,1.14,901
PLBGB3,GBM,VWMA,10,55,0.5,0.9824,0.8481,1.1504,713
PLBGB3,GBM,VWMA,12,60,0.0,0.9739,0.844,1.1222,867
PLBGB3,GBM,VWMA,12,60,0.5,0.9159,0.779,1.073,701
PLBSH3,SHUF,SMA,8,40,0.0,1.2479,1.0801,1.4383,890
PLBSH3,SHUF,SMA,8,40,0.5,1.2733,1.094,1.4898,695
PLBSH3,SHUF,SMA,10,55,0.0,1.2354,1.0534,1.4458,726
PLBSH3,SHUF,SMA,10,55,0.5,1.2612,1.0601,1.486,618
PLBSH3,SHUF,SMA,12,60,0.0,1.2273,1.0438,1.4319,702
PLBSH3,SHUF,SMA,12,60,0.5,1.3414,1.1215,1.5896,558
PLBSH3,SHUF,EMA,8,40,0.0,1.2579,1.0879,1.467,810
PLBSH3,SHUF,EMA,8,40,0.5,1.2224,1.0113,1.4592,537
PLBSH3,SHUF,EMA,10,55,0.0,1.2124,1.0113,1.4326,627
PLBSH3,SHUF,EMA,10,55,0.5,1.3337,1.089,1.6134,455
PLBSH3,SHUF,EMA,12,60,0.0,1.2028,0.9942,1.4449,579
PLBSH3,SHUF,EMA,12,60,0.5,1.405,1.13,1.7179,427
PLBSH3,SHUF,HMA,8,40,0.0,1.0057,0.9264,1.0975,2363
PLBSH3,SHUF,HMA,8,40,0.5,0.9866,0.894,1.0917,1660
PLBSH3,SHUF,HMA,10,55,0.0,1.0359,0.9452,1.1399,1957
PLBSH3,SHUF,HMA,10,55,0.5,1.0167,0.9169,1.1341,1428
PLBSH3,SHUF,HMA,12,60,0.0,1.0416,0.942,1.1512,1737
PLBSH3,SHUF,HMA,12,60,0.5,0.9883,0.8861,1.1089,1373
PLBSH3,SHUF,ZLEMA,8,40,0.0,1.0623,0.9756,1.163,2238
PLBSH3,SHUF,ZLEMA,8,40,0.5,1.0226,0.9184,1.1456,1382
PLBSH3,SHUF,ZLEMA,10,55,0.0,1.011,0.9137,1.1234,1679
PLBSH3,SHUF,ZLEMA,10,55,0.5,1.0425,0.9324,1.1788,1151
PLBSH3,SHUF,ZLEMA,12,60,0.0,1.047,0.9445,1.17,1528
PLBSH3,SHUF,ZLEMA,12,60,0.5,1.0744,0.9591,1.2231,1072
PLBSH3,SHUF,KAMA,8,40,0.0,1.3385,1.1264,1.5728,635
PLBSH3,SHUF,KAMA,8,40,0.5,1.2684,1.0452,1.5315,489
PLBSH3,SHUF,KAMA,10,55,0.0,1.2671,1.0468,1.5127,554
PLBSH3,SHUF,KAMA,10,55,0.5,1.2312,0.9895,1.4879,454
PLBSH3,SHUF,KAMA,12,60,0.0,1.2452,1.0247,1.4917,537
PLBSH3,SHUF,KAMA,12,60,0.5,1.2525,1.0035,1.53,447
PLBSH3,SHUF,VIDYA,8,40,0.0,1.8249,1.3426,2.4372,228
PLBSH3,SHUF,VIDYA,8,40,0.5,1.4852,1.0679,2.0083,224
PLBSH3,SHUF,VIDYA,10,55,0.0,1.3926,0.9787,1.9105,210
PLBSH3,SHUF,VIDYA,10,55,0.5,1.0666,0.7497,1.4961,229
PLBSH3,SHUF,VIDYA,12,60,0.0,1.0958,0.7189,1.5196,224
PLBSH3,SHUF,VIDYA,12,60,0.5,0.9976,0.6968,1.3692,220
PLBSH3,SHUF,FRAMA,8,40,0.0,1.0531,0.9683,1.154,2059
PLBSH3,SHUF,FRAMA,8,40,0.5,1.1032,0.9697,1.2622,898
PLBSH3,SHUF,FRAMA,10,55,0.0,0.9425,0.8641,1.0365,1896
PLBSH3,SHUF,FRAMA,10,55,0.5,1.0099,0.876,1.1637,815
PLBSH3,SHUF,FRAMA,12,60,0.0,0.9458,0.8678,1.0391,1956
PLBSH3,SHUF,FRAMA,12,60,0.5,0.9257,0.8104,1.0574,926
PLBSH3,SHUF,TEMA,8,40,0.0,1.0016,0.9158,1.0991,2154
PLBSH3,SHUF,TEMA,8,40,0.5,0.995,0.8944,1.1179,1294
PLBSH3,SHUF,TEMA,10,55,0.0,1.0426,0.9411,1.1599,1662
PLBSH3,SHUF,TEMA,10,55,0.5,0.9776,0.8698,1.1062,1136
PLBSH3,SHUF,TEMA,12,60,0.0,1.0513,0.946,1.1775,1502
PLBSH3,SHUF,TEMA,12,60,0.5,1.0439,0.9146,1.1899,1013
PLBSH3,SHUF,DEMA,8,40,0.0,1.0765,0.9722,1.2009,1614
PLBSH3,SHUF,DEMA,8,40,0.5,1.1354,0.9922,1.2981,938
PLBSH3,SHUF,DEMA,10,55,0.0,1.146,1.0157,1.3009,1173
PLBSH3,SHUF,DEMA,10,55,0.5,1.2553,1.0806,1.4564,765
PLBSH3,SHUF,DEMA,12,60,0.0,1.1694,1.0264,1.3351,1052
PLBSH3,SHUF,DEMA,12,60,0.5,1.3196,1.1313,1.5381,722
PLBSH3,SHUF,T3,8,40,0.0,1.2358,1.0667,1.4299,801
PLBSH3,SHUF,T3,8,40,0.5,1.2884,1.1072,1.507,695
PLBSH3,SHUF,T3,10,55,0.0,1.2765,1.1016,1.4974,677
PLBSH3,SHUF,T3,10,55,0.5,1.2238,1.0293,1.4415,613
PLBSH3,SHUF,T3,12,60,0.0,1.2366,1.0647,1.4551,640
PLBSH3,SHUF,T3,12,60,0.5,1.214,1.0169,1.4454,579
PLBSH3,SHUF,Tenkan,8,40,0.0,1.1144,0.9765,1.2702,977
PLBSH3,SHUF,Tenkan,8,40,0.5,1.1717,1.006,1.3566,779
PLBSH3,SHUF,Tenkan,10,55,0.0,1.0849,0.9311,1.2607,807
PLBSH3,SHUF,Tenkan,10,55,0.5,1.0448,0.893,1.2203,689
PLBSH3,SHUF,Tenkan,12,60,0.0,1.1819,1.0104,1.38,734
PLBSH3,SHUF,Tenkan,12,60,0.5,1.1667,1.0004,1.3692,646
PLBSH3,SHUF,ALMA,8,40,0.0,1.1384,1.03,1.2567,1885
PLBSH3,SHUF,ALMA,8,40,0.5,1.0948,0.9774,1.2455,1107
PLBSH3,SHUF,ALMA,10,55,0.0,1.1126,1.0032,1.2443,1479
PLBSH3,SHUF,ALMA,10,55,0.5,1.1256,0.9784,1.2926,930
PLBSH3,SHUF,ALMA,12,60,0.0,1.1323,1.0157,1.274,1318
PLBSH3,SHUF,ALMA,12,60,0.5,1.1808,1.0194,1.3583,855
PLBSH3,SHUF,McGinley,8,40,0.0,1.2077,1.0154,1.4275,682
PLBSH3,SHUF,McGinley,8,40,0.5,1.1158,0.921,1.3356,518
PLBSH3,SHUF,McGinley,10,55,0.0,1.1353,0.9336,1.3584,550
PLBSH3,SHUF,McGinley,10,55,0.5,1.2729,1.022,1.5603,414
PLBSH3,SHUF,McGinley,12,60,0.0,1.152,0.9419,1.3863,513
PLBSH3,SHUF,McGinley,12,60,0.5,1.2342,0.9808,1.5023,390
PLBSH3,SHUF,VWMA,8,40,0.0,1.2612,1.1,1.4502,939
PLBSH3,SHUF,VWMA,8,40,0.5,1.2503,1.0673,1.4621,723
PLBSH3,SHUF,VWMA,10,55,0.0,1.2081,1.0352,1.4064,789
PLBSH3,SHUF,VWMA,10,55,0.5,1.338,1.1253,1.5759,613
PLBSH3,SHUF,VWMA,12,60,0.0,1.2511,1.0656,1.4655,723
PLBSH3,SHUF,VWMA,12,60,0.5,1.3273,1.1125,1.5691,569
