timestamp,symbol,side,entry_price,exit_price,size_usdt,pnl_pct,pnl_usdt,funding_paid,reason_exit,flag,entry_timestamp_ms,cluster
2026-04-13 22:00:19.476,ADA/USDT,short,0.23926,0.24019,0.0,-0.3887,-0.0339,0.0,sl_hit,,,
2026-04-13 22:00:20.202,DOT/USDT,short,1.174,1.184,0.0,-0.8518,-0.102,-0.01903581,sl_hit,,,
2026-04-13 22:00:20.532,TAO/USDT,short,254.65,257.96,0.0,-1.2998,-0.1726,0.0008501200000000001,sl_hit,,,
2026-04-13 22:00:21.089,ENA/USDT,short,0.0954,0.0967,0.0,-1.3627,-0.0693,0.00238624,sl_hit,,,
2026-04-13 22:00:21.399,ALGO/USDT,short,0.1056,0.1047,0.0,0.8523,0.0663,0.00300416,sl_hit,,,
2026-04-14 00:00:07.834,HBAR/USDT,short,0.08561,0.08777,0.0,-2.5231,-0.2953,0.00144421,tf_exit,,,
2026-04-14 01:00:07.240,ONDO/USDT,long,0.2578,0.2541,0.0,-1.4352,-0.1573,0.00384624,div_exit,,,
2026-04-14 01:00:08.054,ALGO/USDT,short,0.1052,0.1099,0.0,-4.4677,-0.4007,0.00391514,regime_change,,,
2026-04-14 02:00:07.479,ATOM/USDT,long,1.777,1.755,0.0,-1.238,-0.118,0.0,tf_exit,,,
2026-04-14 05:00:07.531,HBAR/USDT,short,0.08667,0.0865,0.0,0.1961,0.019,0.00144421,zone_exit,,,
2026-04-14 07:00:07.734,RENDER/USDT,long,1.922,1.899,0.0,-1.1967,-0.0679,0.00038647,tf_exit,,,
2026-04-14 10:00:06.948,WLD/USDT,long,0.3197,0.3222,0.0,0.782,0.0946,-0.00384226,sl_hit,,,
2026-04-14 10:00:07.753,APT/USDT,long,0.8671,0.8679,0.0,0.0923,0.0157,-0.00039903,div_exit,,,
2026-04-14 12:00:07.131,SAND/USDT,long,0.07984,0.07742,0.0,-3.0311,-0.211,-0.00069072,zone_exit,,,
2026-04-14 14:00:06.628,ONDO/USDT,long,0.2567,0.2602,0.0,1.3635,0.0725,0.0035775,div_exit,,,
2026-04-14 14:00:07.523,APT/USDT,long,0.8638,0.8661,0.0,0.2663,0.0176,-0.00039903,div_exit,,,
2026-04-14 14:00:08.296,GRT/USDT,long,0.02416,0.0243,0.0,0.5795,0.0618,-0.00231828,tf_exit,,,
2026-04-14 16:00:09.715,SOL/USDT,long,85.885,85.941,0.0,0.0652,0.0041,0.0,cancel_tf,,,
2026-04-14 16:00:11.343,ONDO/USDT,long,0.2565,0.2539,0.0,-1.0136,-0.1628,0.0035775,div_exit,,,
2026-04-14 18:00:06.915,ALGO/USDT,long,0.1108,0.1076,0.0,-2.8881,-0.3725,0.0037756400000000002,tf_exit,,,
2026-04-14 19:00:07.700,BNB/USDT,long,614.66,613.62,0.0,-0.1692,-0.0072,-0.0012370100000000002,zone_exit,,,
2026-04-14 20:00:07.870,BTC/USDT,long,74915.6,74191.4,0.0,-0.9667,-0.1473,0.00351541,regime_change,,,
2026-04-14 21:00:08.729,DOT/USDT,short,1.212,1.157,0.0,4.538,0.5255,-0.0406243,div_exit,,,
2026-04-14 21:00:09.459,APT/USDT,long,0.86,0.8535,0.0,-0.7558,-0.1242,-0.00124798,div_exit,,,
2026-04-14 23:00:08.728,MANA/USDT,short,0.0868,0.0859,0.0,1.0369,0.0737,0.00026478000000000005,zone_exit,,,
2026-04-15 01:00:09.266,ONDO/USDT,long,0.25,0.2522,0.0,0.88,0.1158,0.00219802,div_exit,,,
2026-04-15 01:00:10.026,ENA/USDT,short,0.0952,0.0969,0.0,-1.7857,-0.1039,0.0026818,tf_exit,,,
2026-04-15 02:00:08.999,SEI/USDT,short,0.0544,0.0547,0.0,-0.5515,-0.0313,5.638e-05,tf_exit,,,
2026-04-15 09:00:08.566,ONDO/USDT,long,0.2533,0.2515,0.0,-0.7106,-0.0829,0.00096567,tf_exit,,,
2026-04-15 10:00:08.296,DOT/USDT,short,1.163,1.155,0.0,0.6879,0.069,-0.05461544,div_exit,,,
2026-04-15 11:00:08.149,ENA/USDT,short,0.0971,0.0964,0.0,0.7209,0.0849,0.0032207299999999998,tf_exit,,,
2026-04-15 12:00:08.706,ATOM/USDT,short,1.744,1.75,0.0,-0.344,-0.0426,0.00247408,zone_exit,,,
2026-04-15 12:00:09.540,QNT/USDT,short,73.59,73.25,0.0,0.462,0.0297,0.00066438,zone_exit,,,
2026-04-15 16:00:07.609,ENA/USDT,short,0.0979,0.0968,0.0,1.1236,0.0708,0.0032207299999999998,tf_exit,,,
2026-04-15 17:00:07.277,APT/USDT,long,0.8837,0.915,0.0,3.5419,0.2006,-0.00123011,zone_exit,,,
2026-04-15 18:00:07.119,ENA/USDT,short,0.0981,0.0981,0.0,0.0,0.0023,0.0032207299999999998,tf_exit,,,
2026-04-15 19:00:07.410,MANA/USDT,long,0.0872,0.0888,0.0,1.8349,0.2693,-0.00108564,zone_exit,,,
2026-04-15 20:00:07.692,ENA/USDT,short,0.0989,0.1004,0.0,-1.5167,-0.0782,0.0032207299999999998,tf_exit,,,
2026-04-15 21:00:07.543,TAO/USDT,long,246.5,243.06,0.0,-1.3955,-0.0888,0.0006434800000000001,div_exit,,,
2026-04-15 21:00:08.559,STX/USDT,long,0.233,0.2376,0.0,1.9742,0.1862,0.0002955,div_exit,,,
2026-04-15 23:00:07.132,INJ/USDT,long,3.067,3.271,0.0,6.6515,0.208,0.00030948,regime_change,,,
2026-04-16 00:00:07.482,RENDER/USDT,long,1.872,1.884,0.0,0.641,0.0576,-0.0013785499999999999,regime_change,,,
2026-04-16 02:00:07.318,ENA/USDT,short,0.1001,0.0996,0.0,0.4995,0.0385,0.00380999,tf_exit,,,
2026-04-16 02:00:08.113,INJ/USDT,long,3.248,3.239,0.0,-0.2771,-0.0118,0.00030948,zone_exit,,,
2026-04-16 06:00:08.688,BTC/USDT,long,74561.8,75038.5,0.0,0.6393,0.0437,0.0049879799999999995,regime_change,,,
2026-04-16 06:00:09.446,ONDO/USDT,long,0.2509,0.2626,0.0,4.6632,0.5325,-0.0019737599999999998,regime_change,,,
2026-04-16 06:00:10.222,OP/USDT,long,0.116,0.1224,0.0,5.5172,0.4525,-0.00030289999999999994,regime_change,,,
2026-04-16 06:00:11.027,STX/USDT,long,0.24,0.2367,0.0,-1.375,-0.1093,0.0002955,div_exit,,,
2026-04-16 10:00:00.000,GRT/USDT,long,0.02494,0.0250342,10.0,0.3777,0.0378,0.0,sl_trigger_reconstructed,reconstructed_post_hoc,,
2026-04-16 11:00:11.092,POL/USDT,short,0.08722,0.08697,0.0,0.2866,0.0264,-0.00157982,tf_exit,,,
2026-04-16 15:00:09.699,SHIB/USDT,long,6.063e-06,6.016e-06,0.0,-0.7752,-0.0872,-0.00126212,div_exit,,,
2026-04-16 15:00:10.504,ONDO/USDT,long,0.2637,0.2622,0.0,-0.5688,-0.0426,-0.0032174499999999997,div_exit,,,
2026-04-16 15:00:11.393,MANA/USDT,long,0.094,0.092,0.0,-2.1277,-0.1956,-0.00108564,div_exit,,,
2026-04-16 18:00:11.193,SOL/USDT,long,85.149,86.601,0.0,1.7052,0.1309,-0.00220898,div_exit,,,
2026-04-16 18:00:11.957,ONDO/USDT,long,0.2687,0.2671,0.0,-0.5955,-0.0705,-0.0032174499999999997,div_exit,,,
2026-04-16 20:00:11.512,ALGO/USDT,long,0.1129,0.1139,0.0,0.8857,0.0775,0.00121857,regime_change,,,
2026-04-16 22:00:11.967,STX/USDT,long,0.2399,0.2429,0.0,1.2505,0.0644,0.0002955,div_exit,,,
2026-04-17 00:00:11.711,ETC/USDT,long,8.71,8.747,0.0,0.4248,0.0299,0.0007351,zone_exit,,,
2026-04-17 02:00:11.407,SAND/USDT,long,0.08032,0.08314,0.0,3.511,0.3608,-0.00278039,tf_exit,,,
2026-04-17 03:00:11.307,UNI/USDT,long,3.389,3.37,0.0,-0.5606,-0.0468,0.0,div_exit,,,
2026-04-17 05:00:11.556,GRT/USDT,long,0.02562,0.02556,0.0,-0.2342,-0.0156,-0.00231828,tf_exit,,,
2026-04-17 06:00:10.972,APT/USDT,long,0.9731,0.9682,0.0,-0.5035,-0.0382,-0.00123011,tf_exit,,,
2026-04-17 07:00:11.466,ONDO/USDT,long,0.2702,0.2635,0.0,-2.4796,-0.2014,-0.0040011,sl_hit,,,
2026-04-17 08:00:11.221,SEI/USDT,long,0.0571,0.0578,0.0,1.2259,0.1565,5.638e-05,div_exit,,,
2026-04-17 08:00:12.045,INJ/USDT,short,3.37,3.387,0.0,-0.5045,-0.0183,0.00030948,div_exit,,,
2026-04-17 10:00:10.049,APT/USDT,long,1.002,1.0013,0.0,-0.0699,-0.005,-0.00123011,div_exit,,0,
2026-04-17 11:00:09.712,UNI/USDT,long,3.367,3.414,0.0,1.3959,0.0475,-0.0003399,zone_exit,,0,
2026-04-17 15:00:11.738,VET/USDT,long,0.007137,0.007458,0.0,4.4977,0.5825,-0.00399675,zone_exit,,0,
2026-04-17 16:00:10.963,SHIB/USDT,long,6.241e-06,6.383e-06,0.0,2.2753,0.1439,-0.00250294,div_exit,,0,
2026-04-17 16:00:11.923,SEI/USDT,long,0.0584,0.0598,0.0,2.3973,0.2003,0.0008,div_exit,,1776420014447,
2026-04-17 16:00:12.774,STX/USDT,long,0.2371,0.2445,0.0,3.121,0.1672,-0.00023752000000000002,zone_exit,,0,
2026-04-17 19:00:11.548,LINK/USDT,long,9.817,9.648,0.0,-1.7215,-0.1485,0.0008,zone_exit,,1776445212430,
2026-04-17 20:00:11.593,ALGO/USDT,long,0.1147,0.1117,0.0,-2.6155,-0.1477,-0.00066778,tf_exit,,0,
2026-04-17 22:00:11.437,APT/USDT,long,1.0039,1.0042,0.0,0.0299,0.0096,0.0006,tf_exit,,1776459614446,
2026-04-17 22:00:12.248,GRT/USDT,long,0.0262,0.0261,0.0,-0.3817,-0.0111,0.0005,tf_exit,,1776456015455,
2026-04-18 00:00:10.754,APT/USDT,long,1.0076,0.9972,0.0,-1.0322,-0.0723,0.0008,div_exit,,1776466813023,
2026-04-18 01:00:10.583,DOGE/USDT,long,0.09999,0.09929,0.0,-0.7001,-0.051,-0.00067575,zone_exit,,1776456014646,
2026-04-18 02:00:10.679,ENA/USDT,long,0.1222,0.1236,0.0,1.1457,0.0921,-0.0006864600000000001,below_min_order,,1776445213204,
2026-04-18 03:00:07.808,HBAR/USDT,long,0.09116,0.09041,0.0,-0.8227,-0.0755,-0.00044831000000000005,not_operable,,1776420013664,
2026-04-18 03:00:08.567,SEI/USDT,long,0.0601,0.0578,0.0,-3.827,-0.3078,-0.00038451,regime_change,,1776445214343,
2026-04-18 04:00:08.523,APT/USDT,long,0.9861,0.9812,0.0,-0.4969,-0.0571,0.001,tf_exit,,1776481211035,
2026-04-18 04:00:09.319,MANA/USDT,long,0.0963,0.0941,0.0,-2.2845,-0.2013,-0.00090529,div_exit,,1776445215159,
2026-04-18 06:00:08.808,INJ/USDT,short,3.34,3.356,0.0,-0.479,-0.032,0.0007,div_exit,,1776474013531,
2026-04-18 07:00:08.536,WLD/USDT,short,0.2836,0.2861,0.0,-0.8815,-0.0512,-0.0011,tf_exit,,1776492011876,
2026-04-18 07:00:10.859,OP/USDT,short,0.1318,0.1333635,0.0,-1.1863,0.0,0.0,sl_trigger_reconstructed,reconstructed,1776481211790,
2026-04-18 10:00:08.609,APT/USDT,long,0.985,0.9649,0.0,-2.0406,-0.2069,-0.00103038,tf_exit,,1776495610516,
2026-04-18 11:00:08.199,BTC/USDT,long,74576.7,76152.8,0.0,2.1134,0.1565,0.01021695,regime_change,,0,
2026-04-18 11:00:08.968,ICP/USDT,long,2.595,2.553,0.0,-1.6185,-0.095,-0.00233207,tf_exit,,0,
2026-04-18 13:00:08.467,OP/USDT,short,0.1306,0.1289,0.0,1.3017,0.1082,0.0008,div_exit,,1776506410357,
2026-04-18 14:00:08.407,INJ/USDT,short,3.308,3.282,0.0,0.786,0.0771,0.0026,div_exit,,1776506411200,
2026-04-18 14:00:09.572,SAND/USDT,short,0.08298,0.08235,0.0,0.7592,0.0682,-0.0006,div_exit,,1776510010901,
2026-04-18 18:00:07.562,DOGE/USDT,short,0.0988,0.09539,0.0,3.4514,0.4194,0.00227793,regime_change,,1776492011088,
2026-04-18 22:00:08.358,ATOM/USDT,short,1.794,1.792,0.0,0.1115,0.0203,0.00021882,tf_exit,,1776513609885,
2026-04-19 00:00:08.407,APT/USDT,long,0.9414,0.9346,0.0,-0.7223,-0.0433,0.0006,zone_exit,,1776553212035,
2026-04-19 01:00:08.381,ONDO/USDT,short,0.2608,0.2571,0.0,1.4187,0.1167,0.00074357,div_exit,,1776524409957,
2026-04-19 01:00:12.170,OP/USDT,long,0.1264,0.125171,0.0,-0.9723,0.0,0.0,sl_trigger_reconstructed,reconstructed,1776553212811,
2026-04-19 02:00:08.585,ALGO/USDT,short,0.1086,0.106,0.0,2.3941,0.1814,0.00057617,zone_exit,,1776524410939,
2026-04-19 03:00:08.148,TRX/USDT,long,0.32905,0.32751,0.0,-0.468,-0.0293,0.00113859,not_operable,,1776538810767,
2026-04-19 03:00:09.041,ONDO/USDT,short,0.2556,0.2555,0.0,0.0391,0.0024,0.0004,zone_exit,,1776564012107,
2026-04-19 05:00:08.332,SAND/USDT,short,0.07993,0.07913,0.0,1.0009,0.0589,-0.0004,div_exit,,1776560411839,
2026-04-19 07:00:07.924,XLM/USDT,long,0.16997,0.16993,0.0,-0.0235,0.001,0.0008,tf_exit,,1776578410324,
2026-04-19 09:00:07.769,OP/USDT,long,0.1232,0.1233,0.0,0.0812,0.015,-0.00061828,div_exit,,1776578411059,
2026-04-19 10:00:07.833,POL/USDT,short,0.08863,0.08866,0.0,-0.0338,-0.0102,0.00073906,div_exit,,1776567611543,
2026-04-19 12:00:07.825,ENA/USDT,short,0.1174,0.1212,0.0,-3.2368,-0.1795,0.0003,zone_exit,,1776589210753,
2026-04-19 12:00:08.709,SAND/USDT,short,0.07861,0.07974,0.0,-1.4375,-0.1012,0.0007,div_exit,,1776592811544,
2026-04-19 13:00:08.138,DOGE/USDT,short,0.09446,0.09448,0.0,-0.0212,-0.003,0.00195973,zone_exit,,0,
2026-04-19 13:00:08.950,APT/USDT,short,0.941,0.9521,0.0,-1.1796,-0.1015,-0.0036540500000000003,tf_exit,,0,
2026-04-19 15:00:07.311,BTC/USDT,long,76197.7,75984.5,0.0,-0.2798,-0.0219,0.01181504,zone_exit,,0,
2026-04-19 18:00:05.981,ONDO/USDT,long,0.2574,0.2535,0.0,-1.5152,-0.1731,-0.0061731699999999995,tf_exit,,0,
2026-04-19 19:00:08.536,SAND/USDT,short,0.07857,0.07897,0.0,-0.5091,-0.0379,-0.00278039,div_exit,,0,
2026-04-19 20:00:07.166,TRX/USDT,long,0.3331,0.3318,0.0,-0.3903,-0.0341,-0.00021721,not_operable,,1776592810797,
2026-04-19 21:00:08.305,TAO/USDT,short,245.82,241.18,0.0,1.8876,0.1,0.0006064600000000001,zone_exit,,0,
2026-04-19 21:00:09.057,SAND/USDT,long,0.0793,0.07881,0.0,-0.6179,-0.0396,-0.00278039,tf_exit,,0,
2026-04-19 23:00:07.601,OP/USDT,long,0.123,0.121589,0.0,-1.1472,0.0,0.0,sl_trigger_reconstructed,reconstructed,1776628809478,
2026-04-20 01:00:07.197,SEI/USDT,short,0.0578,0.0546,0.0,5.5363,0.746,0.00393256,tf_exit,,0,
2026-04-20 02:00:08.943,ONDO/USDT,long,0.2523,0.2528,0.0,0.1982,0.0277,-0.00725749,zone_exit,,0,
2026-04-20 04:00:06.815,INJ/USDT,short,3.214,3.277,0.0,-1.9602,-0.1225,0.00052063,tf_exit,,0,
2026-04-20 10:00:06.737,INJ/USDT,short,3.22,3.259,0.0,-1.2112,-0.074,0.00181943,div_exit,,0,
2026-04-20 15:00:07.897,ONDO/USDT,short,0.2519,0.252,0.0,-0.0397,0.0049,-0.00632413,div_exit,,0,
2026-04-20 15:00:08.924,RENDER/USDT,short,1.811,1.768,0.0,2.3744,0.2505,0.0017940599999999999,zone_exit,,0,
2026-04-20 17:00:06.970,UNI/USDT,short,3.233,3.226,0.0,0.2165,0.0233,-0.0003399,zone_exit_mr,,0,
2026-04-20 19:00:07.615,IMX/USDT,long,0.1638,0.1674,0.0,2.1978,0.148,0.00029476000000000003,zone_exit,,0,
2026-04-20 20:00:08.778,UNI/USDT,long,3.26,3.259,0.0,-0.0307,-0.0015,-0.0003399,cancel_mr,,0,
2026-04-20 23:00:08.232,SAND/USDT,long,0.08133,0.08007,0.0,-1.5492,-0.0628,-0.00278039,div_exit,,0,
2026-04-21 01:00:08.149,LINK/USDT,long,9.288,9.308,0.0,0.2153,0.0168,-0.00022738,cancel_tf,,0,
2026-04-21 01:00:08.996,ATOM/USDT,long,1.801,1.796,0.0,-0.2776,-0.0128,0.0020364,tf_exit,,0,
2026-04-21 04:00:09.089,STX/USDT,short,0.2223,0.2231,0.0,-0.3599,-0.0286,-0.00107104,tf_exit,,0,
2026-04-21 04:00:09.962,GRT/USDT,long,0.02448,0.0247,0.0,0.8987,0.066,-0.00289841,tf_exit,,0,
2026-04-21 05:00:09.263,BNB/USDT,long,624.76,630.58,0.0,0.9316,0.0584,-0.0020922000000000002,zone_exit,,0,
2026-04-21 05:00:10.015,APT/USDT,short,0.9269,0.932,0.0,-0.5502,-0.0292,-0.0036540500000000003,div_exit,,0,
2026-04-21 05:00:10.766,ALGO/USDT,short,0.1017,0.1031,0.0,-1.3766,-0.123,-0.00035231,div_exit,,0,
2026-04-21 06:00:09.398,ENA/USDT,short,0.1119,0.1116,0.0,0.2681,0.0309,0.0013492,zone_exit,,0,
2026-04-21 07:00:10.037,SAND/USDT,long,0.07961,0.07907,0.0,-0.6783,-0.0564,-0.00278039,tf_exit,,0,
2026-04-21 09:00:07.506,ONDO/USDT,long,0.2575,0.258,0.0,0.1942,0.0367,-0.00693756,div_exit,,0,
2026-04-21 11:00:08.153,ONDO/USDT,long,0.2596,0.2606,0.0,0.3852,0.0513,-0.00693756,div_exit,,0,
2026-04-21 13:00:08.143,OP/USDT,long,0.124,0.1227,0.0,-1.0484,-0.0932,-0.00372051,sl_hit,,0,
2026-04-21 14:00:07.843,MANA/USDT,long,0.0898,0.091,0.0,1.3363,0.1599,-0.00629318,div_exit,,0,
2026-04-21 15:00:09.971,XLM/USDT,long,0.17942,0.17748,0.0,-1.0813,-0.0927,0.0,tf_exit,,0,
2026-04-21 16:00:09.529,TAO/USDT,long,247.88,244.6,0.0,-1.3232,-0.0687,-0.00075699,div_exit,,0,
2026-04-21 17:00:09.420,RENDER/USDT,long,1.778,1.776,0.0,-0.1125,-0.0065,-0.00317076,regime_change,,1776700809221,
2026-04-21 17:00:10.194,INJ/USDT,short,3.261,3.247,0.0,0.4293,0.026,0.00095618,regime_change,,1776783612445,
2026-04-21 18:00:10.777,DOT/USDT,short,1.273,1.271,0.0,0.1571,0.0136,-0.01346856,zone_exit_mr,,0,
2026-04-21 19:00:09.038,BTC/USDT,short,75723.7,75591.1,7.55,0.1751,0.0145,0.008230340000000001,zone_exit,,0,
2026-04-21 19:00:09.829,ALGO/USDT,short,0.1028,0.1028,8.92,0.0,0.0152,-0.00021281,div_exit,,0,
2026-04-21 21:00:10.315,INJ/USDT,short,3.202,3.235,9.71,-1.0306,-0.105,0.00277561,div_exit,,0,
2026-04-21 23:00:09.013,ADA/USDT,short,0.2444,0.2491,12.69,-1.9231,-0.2269,0.0,tf_exit,,0,
2026-04-22 00:00:09.379,SUI/USDT,short,0.9374,0.9492,12.33,-1.2588,-0.1482,0.0,cancel_tf,,0,
2026-04-22 01:00:09.854,ICP/USDT,short,2.456,2.468,5.47,-0.4886,-0.0244,-0.0019272,tf_exit,,0,
2026-04-22 02:00:10.215,SOL/USDT,long,86.059,86.252,6.89,0.2243,0.0149,-0.00066238,div_exit,,0,
2026-04-22 02:00:11.073,ALGO/USDT,short,0.1014,0.1029,10.0,-1.4793,-0.1363,0.00079113,div_exit,,0,
2026-04-22 03:00:10.412,SHIB/USDT,long,6.087e-06,6.184e-06,10.77,1.5936,0.1698,0.0011,not_operable,,1776819611154,
2026-04-22 03:00:11.215,ICP/USDT,short,2.455,2.502,12.15,-1.9145,-0.2235,-0.0019272,tf_exit,,0,
2026-04-22 03:00:12.156,ETC/USDT,long,8.437,8.57,6.68,1.5764,0.1022,0.0006,regime_change,,1776823213367,
2026-04-22 03:00:13.051,SAND/USDT,short,0.07822,0.07928,5.3,-1.3552,-0.0636,-0.0010427000000000001,tf_exit,,0,
2026-04-22 04:00:13.985,ATOM/USDT,long,1.819,1.905,8.4,4.7279,0.388,-0.00056955,not_operable,,1776805211753,
2026-04-22 12:00:06.898,ONDO/USDT,long,0.2649,0.27,9.15,1.9253,0.1738,-0.0009036199999999999,zone_exit,,1776826814129,
2026-04-22 12:00:07.966,SAND/USDT,short,0.07858,0.07846,10.66,0.1527,0.0188,0.0011,zone_exit,,1776848408255,
2026-04-22 15:00:06.795,BNB/USDT,long,651.25,650.27,13.0,-0.1505,-0.0161,0.0003,div_exit,,1776866406953,
2026-04-22 18:00:06.230,SEI/USDT,long,0.0627,0.063,8.12,0.4785,0.0388,-0.00073358,div_exit,,1776834008081,
2026-04-22 20:00:06.375,APT/USDT,long,0.9432,0.9543,7.44,1.1768,0.0909,-0.00088002,tf_exit,,1776826814913,
2026-04-22 21:00:06.141,SAND/USDT,long,0.07835,0.07743,10.84,-1.1742,-0.126,0.00029632,tf_exit,,1776870008287,
2026-04-23 01:00:06.332,SEI/USDT,long,0.0627,0.0617,5.43,-1.5949,-0.087,-0.00053713,div_exit,,1776884407209,
2026-04-23 03:00:06.637,RENDER/USDT,long,1.818,1.786,8.76,-1.7602,-0.1421,-0.00269241,tf_exit,,1776826815741,
2026-04-23 03:00:07.486,MANA/USDT,short,0.0915,0.0901,12.51,1.5301,0.199,0.00126612,zone_exit,,1776891607527,
2026-04-23 05:00:06.862,SEI/USDT,long,0.0616,0.0606,6.79,-1.6234,-0.1041,0.0007,div_exit,,1776909608471,
2026-04-23 06:00:06.928,TAO/USDT,short,244.82,242.56,8.62,0.9231,0.0879,-3.452e-05,zone_exit,,1776906007907,
2026-04-23 07:00:06.857,ENA/USDT,short,0.1107,0.106,7.56,4.2457,0.3463,0.00114449,zone_exit,,1776873607824,
2026-04-23 08:00:07.150,RENDER/USDT,long,1.806,1.798,8.74,-0.443,-0.0341,0.0004,tf_exit,,1776927608407,
2026-04-23 12:00:06.924,ONDO/USDT,short,0.2562,0.2576,12.28,-0.5464,-0.0644,0.0006164,div_exit,,1776916807901,
2026-04-23 12:00:07.866,ALGO/USDT,short,0.1006,0.1018,7.4,-1.1928,-0.0872,0.0007,div_exit,,1776942007669,
2026-04-23 13:00:07.150,SEI/USDT,long,0.0608,0.0604,7.25,-0.6579,-0.0447,-0.00073441,div_exit,,1776924008418,
2026-04-23 15:00:07.117,DOGE/USDT,short,0.09585,0.09702,11.83,-1.2207,-0.1427,0.0012,tf_exit,,1776931208609,
2026-04-23 15:00:07.952,INJ/USDT,short,3.283,3.316,9.94,-1.0052,-0.1008,0.0009846,tf_exit,,1776902407051,
2026-04-23 18:00:07.035,BNB/USDT,long,634.31,633.7,6.33,-0.0962,-0.0058,0.00069064,tf_exit,,1776949208597,
2026-04-23 20:00:07.554,DOT/USDT,short,1.216,1.224,6.73,-0.6579,-0.0494,0.0001,div_exit,,1776970808192,
2026-04-23 20:00:08.434,SAND/USDT,short,0.07664,0.07557,9.3,1.3961,0.1246,0.00188452,div_exit,,1776906008637,
2026-04-23 22:00:06.959,ONDO/USDT,short,0.2619,0.2603,11.69,0.6109,0.068,0.00057946,div_exit,,1776963607724,
2026-04-24 03:00:07.563,BNB/USDT,long,637.58,636.46,6.36,-0.1757,-0.0088,3.192e-05,tf_exit,,1776978008119,
2026-04-24 05:00:07.645,MANA/USDT,long,0.0917,0.0911,8.49,-0.6543,-0.035,-0.0017089800000000001,tf_exit,,1776956409264,
2026-04-24 06:00:08.429,ONDO/USDT,short,0.2604,0.262,5.26,-0.6144,-0.0301,0.0003,below_min_order_5.0usdt,,1777006809571,
2026-04-24 10:00:08.205,MANA/USDT,long,0.0921,0.0915,5.95,-0.6515,-0.0272,0.0006,tf_exit,,1777021210368,
2026-04-24 11:00:07.399,BNB/USDT,long,634.9,634.92,6.34,0.0032,0.0004,0.0001,div_exit,,1777017608317,
2026-04-24 12:00:07.353,XLM/USDT,short,0.17554,0.17602,5.27,-0.2734,-0.0133,0.00052209,tf_exit,,1776996008960,
2026-04-24 12:00:08.221,RENDER/USDT,short,1.794,1.819,11.22,-1.3935,-0.1359,0.00277998,tf_exit,,1776952808039,
2026-04-24 13:00:08.281,SHIB/USDT,long,6.174e-06,6.191e-06,6.29,0.2753,0.0145,0.0004,div_exit,,1777021209611,
2026-04-24 16:00:07.428,SEI/USDT,long,0.0628,0.0621,5.28,-1.1146,-0.0523,-0.00052938,regime_change,,1776992408391,
2026-04-24 16:00:08.369,GRT/USDT,short,0.02461,0.02484,9.65,-0.9346,-0.0855,0.001,tf_exit,,1777035610230,
2026-04-24 19:00:07.394,BNB/USDT,long,639.44,637.33,6.37,-0.33,-0.0208,0.0006,tf_exit,,1777046409784,
2026-04-24 20:00:07.626,GRT/USDT,short,0.02467,0.025,10.95,-1.3377,-0.1245,0.0011,tf_exit,,1777053608729,
2026-04-24 21:00:09.926,RENDER/USDT,short,1.802,1.815,11.79,-0.7214,-0.0821,0.00058767,tf_exit,,1777050010541,
2026-04-24 23:00:08.068,DOGE/USDT,long,0.09839,0.09796,6.36,-0.437,-0.0267,0.0006,sl_hit,,1777060809243,
